Interaction_ID,Loan_ID,Agent_ID,Interaction_Date,Call_Status,Amount_Recovered
INT_01813,LN_43,AG_08,11/9/2025,Switch Off,0
INT_01814,LN_262,AG_07,11/9/2025,Promise to Pay,9046.5
INT_01815,LN_397,AG_03,11/10/2025,Switch Off,0
INT_01816,LN_415,AG_07,11/10/2025,Answered,0
INT_01817,LN_474,AG_10,11/10/2025,Busy,0
INT_01818,LN_375,AG_08,11/10/2025,Switch Off,0
INT_01819,LN_370,AG_03,11/10/2025,Switch Off,0
INT_01820,LN_364,AG_08,11/10/2025,Promise to Pay,0
INT_01821,LN_403,AG_04,11/10/2025,Answered,19014.11
INT_01822,LN_52,AG_09,11/10/2025,Answered,0
INT_01823,LN_136,AG_02,11/10/2025,Promise to Pay,0
INT_01824,LN_460,AG_04,11/10/2025,Busy,0
INT_01825,LN_247,AG_07,11/10/2025,Answered,0
INT_01826,LN_115,AG_01,11/11/2025,Answered,0
INT_01827,LN_218,AG_07,11/11/2025,Answered,0
INT_01828,LN_486,AG_02,11/11/2025,Answered,0
INT_01829,LN_1,AG_08,11/11/2025,Answered,22417.92
INT_01830,LN_323,AG_02,11/11/2025,Answered,19653.61
INT_01831,LN_171,AG_03,11/11/2025,Promise to Pay,0
INT_01832,LN_167,AG_07,11/11/2025,Promise to Pay,1770.7
INT_01833,LN_483,AG_06,11/12/2025,Answered,0
INT_01834,LN_63,AG_05,11/12/2025,Busy,0
INT_01835,LN_379,AG_04,11/12/2025,Answered,0
INT_01836,LN_1,AG_09,11/12/2025,Switch Off,0
INT_01837,LN_213,AG_01,11/12/2025,Busy,0
INT_01838,LN_36,AG_01,11/12/2025,Promise to Pay,22473.88
INT_01839,LN_9,AG_10,11/12/2025,Answered,9388.65
INT_01840,LN_309,AG_04,11/12/2025,Promise to Pay,0
INT_01841,LN_45,AG_01,11/13/2025,Promise to Pay,0
INT_01842,LN_397,AG_06,11/13/2025,Promise to Pay,2246.77
INT_01843,LN_181,AG_04,11/13/2025,Switch Off,0
INT_01844,LN_72,AG_02,11/13/2025,Promise to Pay,0
INT_01845,LN_346,AG_08,11/13/2025,Switch Off,0
INT_01846,LN_53,AG_08,11/13/2025,Busy,0
INT_01847,LN_339,AG_05,11/13/2025,Answered,17457.98
INT_01848,LN_146,AG_07,11/13/2025,Switch Off,0
INT_01849,LN_355,AG_07,11/13/2025,Answered,6410.04
INT_01850,LN_127,AG_10,11/13/2025,Busy,0
INT_01851,LN_278,AG_09,11/13/2025,Answered,15816.2
INT_01852,LN_202,AG_04,11/14/2025,Answered,0
INT_01853,LN_21,AG_02,11/14/2025,Busy,0
INT_01854,LN_400,AG_02,11/14/2025,Answered,0
INT_01855,LN_395,AG_06,11/14/2025,Answered,0
INT_01856,LN_304,AG_05,11/14/2025,Busy,0
INT_01857,LN_295,AG_05,11/15/2025,Answered,12295.9
INT_01858,LN_441,AG_10,11/15/2025,Promise to Pay,0
INT_01859,LN_116,AG_05,11/15/2025,Promise to Pay,0
INT_01860,LN_65,AG_03,11/15/2025,Answered,0
INT_01861,LN_53,AG_03,11/16/2025,Switch Off,0
INT_01862,LN_107,AG_05,11/16/2025,Promise to Pay,15948.81
INT_01863,LN_298,AG_05,11/16/2025,Busy,0
INT_01864,LN_66,AG_07,11/16/2025,Answered,18117.64
INT_01865,LN_461,AG_02,11/16/2025,Answered,0
INT_01866,LN_314,AG_10,11/16/2025,Answered,0
INT_01867,LN_260,AG_04,11/16/2025,Answered,0
INT_01868,LN_91,AG_07,11/16/2025,Busy,0
INT_01869,LN_156,AG_01,11/17/2025,Switch Off,0
INT_01870,LN_95,AG_06,11/17/2025,Answered,0
INT_01871,LN_147,AG_03,11/18/2025,Busy,0
INT_01872,LN_42,AG_09,11/18/2025,Switch Off,0
INT_01873,LN_136,AG_10,11/18/2025,Answered,0
INT_01874,LN_324,AG_04,11/18/2025,Switch Off,0
INT_01875,LN_306,AG_02,11/18/2025,Busy,0
INT_01876,LN_101,AG_03,11/18/2025,Promise to Pay,0
INT_01877,LN_65,AG_05,11/18/2025,Promise to Pay,0
INT_01878,LN_179,AG_08,11/18/2025,Answered,0
INT_01879,LN_105,AG_01,11/19/2025,Answered,8997.8
INT_01880,LN_432,AG_05,11/19/2025,Busy,0
INT_01881,LN_481,AG_10,11/19/2025,Busy,0
INT_01882,LN_59,AG_02,11/19/2025,Busy,0
INT_01883,LN_408,AG_03,11/19/2025,Switch Off,0
INT_01884,LN_284,AG_02,11/20/2025,Answered,0
INT_01885,LN_338,AG_01,11/20/2025,Busy,0
INT_01886,LN_276,AG_06,11/20/2025,Busy,0
INT_01887,LN_113,AG_10,11/20/2025,Switch Off,0
INT_01888,LN_60,AG_05,11/20/2025,Answered,18601.29
INT_01889,LN_490,AG_05,11/20/2025,Busy,0
INT_01890,LN_304,AG_07,11/21/2025,Answered,0
INT_01891,LN_175,AG_09,11/21/2025,Switch Off,0
INT_01892,LN_363,AG_03,11/21/2025,Switch Off,0
INT_01893,LN_328,AG_05,11/22/2025,Promise to Pay,0
INT_01894,LN_179,AG_07,11/22/2025,Answered,0
INT_01895,LN_149,AG_02,11/22/2025,Switch Off,0
INT_01896,LN_135,AG_05,11/22/2025,Answered,0
INT_01897,LN_388,AG_03,11/22/2025,Busy,0
INT_01898,LN_52,AG_09,11/22/2025,Answered,0
INT_01899,LN_229,AG_02,11/22/2025,Busy,0
INT_01900,LN_166,AG_05,11/23/2025,Promise to Pay,10326.44
INT_01901,LN_107,AG_01,11/23/2025,Answered,4331.87
INT_01902,LN_490,AG_03,11/23/2025,Answered,2754.83
INT_01903,LN_484,AG_10,11/23/2025,Answered,0
INT_01904,LN_247,AG_01,11/23/2025,Busy,0
INT_01905,LN_212,AG_03,11/23/2025,Answered,24002.63
INT_01906,LN_490,AG_09,11/23/2025,Promise to Pay,0
INT_01907,LN_68,AG_07,11/23/2025,Answered,0
INT_01908,LN_278,AG_05,11/23/2025,Answered,0
INT_01909,LN_471,AG_10,11/23/2025,Answered,0
INT_01910,LN_457,AG_06,11/23/2025,Answered,0
INT_01911,LN_248,AG_04,11/23/2025,Answered,0
INT_01912,LN_321,AG_03,11/24/2025,Promise to Pay,0
INT_01913,LN_32,AG_03,11/25/2025,Busy,0
INT_01914,LN_232,AG_04,11/25/2025,Answered,0
INT_01915,LN_276,AG_10,11/25/2025,Answered,0
INT_01916,LN_150,AG_10,11/25/2025,Answered,0
INT_01917,LN_291,AG_07,11/26/2025,Busy,0
INT_01918,LN_352,AG_06,11/26/2025,Busy,0
INT_01919,LN_387,AG_04,11/26/2025,Answered,4934.86
INT_01920,LN_460,AG_08,11/26/2025,Switch Off,0
INT_01921,LN_33,AG_03,11/26/2025,Busy,0
INT_01922,LN_385,AG_09,11/26/2025,Promise to Pay,0
INT_01923,LN_280,AG_04,11/27/2025,Answered,0
INT_01924,LN_398,AG_05,11/27/2025,Switch Off,0
INT_01925,LN_384,AG_06,11/27/2025,Promise to Pay,0
INT_01926,LN_27,AG_08,11/27/2025,Busy,0
INT_01927,LN_224,AG_04,11/27/2025,Promise to Pay,0
INT_01928,LN_433,AG_02,11/27/2025,Answered,0
INT_01929,LN_120,AG_03,11/28/2025,Answered,0
INT_01930,LN_107,AG_08,11/28/2025,Answered,0
INT_01931,LN_150,AG_07,11/28/2025,Switch Off,0
INT_01932,LN_212,AG_05,11/28/2025,Busy,0
INT_01933,LN_453,AG_10,11/28/2025,Switch Off,0
INT_01934,LN_346,AG_06,11/28/2025,Promise to Pay,17881.21
INT_01935,LN_482,AG_10,11/28/2025,Answered,24597.88
INT_01936,LN_336,AG_05,11/28/2025,Answered,0
INT_01937,LN_245,AG_05,11/29/2025,Promise to Pay,8202.1
INT_01938,LN_333,AG_05,11/29/2025,Answered,0
INT_01939,LN_379,AG_06,11/29/2025,Switch Off,0
INT_01940,LN_427,AG_05,11/30/2025,Answered,0
INT_01941,LN_306,AG_07,11/30/2025,Answered,0
INT_01942,LN_134,AG_09,11/30/2025,Promise to Pay,13448.17
INT_01943,LN_4,AG_09,11/30/2025,Promise to Pay,0
INT_01944,LN_87,AG_06,11/30/2025,Busy,0
INT_01945,LN_254,AG_10,11/30/2025,Promise to Pay,0
INT_01946,LN_414,AG_01,11/30/2025,Busy,0
INT_01947,LN_100,AG_04,11/30/2025,Answered,0
INT_01948,LN_94,AG_09,11/30/2025,Answered,12461.14
INT_01949,LN_202,AG_06,11/30/2025,Answered,0
INT_01950,LN_441,AG_06,12/1/2025,Answered,0
INT_01951,LN_77,AG_09,12/1/2025,Busy,0
INT_01952,LN_234,AG_09,12/1/2025,Switch Off,0
INT_01953,LN_462,AG_07,12/1/2025,Answered,0
INT_01954,LN_98,AG_06,12/1/2025,Answered,0
INT_01955,LN_144,AG_02,12/1/2025,Answered,0
INT_01956,LN_480,AG_09,12/2/2025,Busy,0
INT_01957,LN_26,AG_02,12/2/2025,Busy,0
INT_01958,LN_200,AG_09,12/2/2025,Answered,0
INT_01959,LN_94,AG_07,12/2/2025,Switch Off,0
INT_01960,LN_66,AG_02,12/3/2025,Busy,0
INT_01961,LN_45,AG_08,12/3/2025,Promise to Pay,14009.76
INT_01962,LN_87,AG_07,12/3/2025,Switch Off,0
INT_01963,LN_392,AG_03,12/3/2025,Answered,0
INT_01964,LN_68,AG_04,12/3/2025,Promise to Pay,0
INT_01965,LN_430,AG_09,12/3/2025,Switch Off,0
INT_01966,LN_412,AG_08,12/4/2025,Answered,22996.46
INT_01967,LN_278,AG_03,12/4/2025,Promise to Pay,24422.86
INT_01968,LN_119,AG_06,12/4/2025,Switch Off,0
INT_01969,LN_430,AG_05,12/5/2025,Answered,0
INT_01970,LN_252,AG_05,12/5/2025,Promise to Pay,10379
INT_01971,LN_231,AG_10,12/5/2025,Switch Off,0
INT_01972,LN_374,AG_10,12/5/2025,Answered,4682.2
INT_01973,LN_216,AG_05,12/5/2025,Busy,0
INT_01974,LN_8,AG_05,12/5/2025,Promise to Pay,0
INT_01975,LN_448,AG_03,12/6/2025,Busy,0
INT_01976,LN_112,AG_06,12/6/2025,Answered,5202.72
INT_01977,LN_112,AG_07,12/6/2025,Switch Off,0
INT_01978,LN_230,AG_04,12/6/2025,Answered,0
INT_01979,LN_128,AG_04,12/6/2025,Promise to Pay,0
INT_01980,LN_106,AG_10,12/6/2025,Promise to Pay,0
INT_01981,LN_53,AG_09,12/6/2025,Promise to Pay,0
INT_01982,LN_206,AG_09,12/7/2025,Answered,0
INT_01983,LN_119,AG_10,12/7/2025,Switch Off,0
INT_01984,LN_244,AG_05,12/7/2025,Promise to Pay,0
INT_01985,LN_444,AG_03,12/7/2025,Answered,0
INT_01986,LN_179,AG_04,12/7/2025,Answered,0
INT_01987,LN_25,AG_09,12/8/2025,Answered,0
INT_01988,LN_215,AG_04,12/8/2025,Switch Off,0
INT_01989,LN_500,AG_05,12/8/2025,Switch Off,0
INT_01990,LN_106,AG_05,12/8/2025,Answered,0
INT_01991,LN_70,AG_09,12/8/2025,Busy,0
INT_01992,LN_177,AG_05,12/8/2025,Busy,0
INT_01993,LN_195,AG_10,12/8/2025,Switch Off,0
INT_01994,LN_90,AG_04,12/8/2025,Answered,0
INT_01995,LN_43,AG_07,12/8/2025,Busy,0
INT_01996,LN_227,AG_03,12/9/2025,Promise to Pay,0
INT_01997,LN_283,AG_02,12/9/2025,Answered,19152.92
INT_01998,LN_443,AG_06,12/9/2025,Answered,0
INT_01999,LN_279,AG_03,12/9/2025,Answered,8414
INT_02000,LN_91,AG_10,12/9/2025,Answered,10607.06
INT_02001,LN_340,AG_06,12/9/2025,Switch Off,0
INT_02002,LN_57,AG_09,12/9/2025,Promise to Pay,11325.44
INT_02003,LN_373,AG_01,12/9/2025,Answered,4312.32
INT_02004,LN_97,AG_02,12/9/2025,Promise to Pay,4393.41
INT_02005,LN_235,AG_05,12/9/2025,Switch Off,0
INT_02006,LN_205,AG_08,12/10/2025,Answered,3091.4
INT_02007,LN_301,AG_03,12/10/2025,Answered,0
INT_02008,LN_212,AG_05,12/10/2025,Answered,20008.45
INT_02009,LN_195,AG_06,12/10/2025,Answered,0
INT_02010,LN_436,AG_02,12/10/2025,Answered,0
INT_02011,LN_499,AG_06,12/10/2025,Answered,0
INT_02012,LN_260,AG_04,12/11/2025,Busy,0
INT_02013,LN_380,AG_01,12/11/2025,Promise to Pay,24290.36
INT_02014,LN_60,AG_01,12/11/2025,Answered,0
INT_02015,LN_489,AG_08,12/11/2025,Promise to Pay,5127.42
INT_02016,LN_453,AG_04,12/12/2025,Busy,0
INT_02017,LN_444,AG_02,12/12/2025,Promise to Pay,11542.63
INT_02018,LN_398,AG_10,12/12/2025,Switch Off,0
INT_02019,LN_308,AG_09,12/12/2025,Answered,0
INT_02020,LN_124,AG_04,12/12/2025,Answered,0
INT_02021,LN_238,AG_09,12/12/2025,Promise to Pay,16617.89
INT_02022,LN_315,AG_08,12/12/2025,Promise to Pay,0
INT_02023,LN_459,AG_01,12/12/2025,Busy,0
INT_02024,LN_253,AG_01,12/12/2025,Answered,2163.52
INT_02025,LN_324,AG_08,12/12/2025,Promise to Pay,0
INT_02026,LN_359,AG_09,12/12/2025,Promise to Pay,0
INT_02027,LN_169,AG_01,12/13/2025,Answered,0
INT_02028,LN_260,AG_10,12/13/2025,Promise to Pay,19374.07
INT_02029,LN_238,AG_05,12/13/2025,Answered,18662.27
INT_02030,LN_500,AG_09,12/13/2025,Promise to Pay,23927.59
INT_02031,LN_425,AG_03,12/13/2025,Answered,3568.91
INT_02032,LN_245,AG_02,12/13/2025,Promise to Pay,0
INT_02033,LN_274,AG_08,12/13/2025,Answered,0
INT_02034,LN_276,AG_06,12/13/2025,Switch Off,0
INT_02035,LN_390,AG_09,12/14/2025,Promise to Pay,14255.34
INT_02036,LN_129,AG_05,12/14/2025,Promise to Pay,16698.78
INT_02037,LN_233,AG_01,12/14/2025,Answered,21155.11
INT_02038,LN_418,AG_04,12/14/2025,Answered,24844.9
INT_02039,LN_392,AG_07,12/15/2025,Answered,0
INT_02040,LN_293,AG_06,12/15/2025,Answered,0
INT_02041,LN_391,AG_06,12/15/2025,Answered,9771.9
INT_02042,LN_464,AG_03,12/15/2025,Busy,0
INT_02043,LN_80,AG_09,12/15/2025,Answered,15447.43
INT_02044,LN_450,AG_07,12/16/2025,Promise to Pay,0
INT_02045,LN_331,AG_09,12/16/2025,Switch Off,0
INT_02046,LN_50,AG_08,12/16/2025,Answered,11876.58
INT_02047,LN_306,AG_01,12/16/2025,Promise to Pay,0
INT_02048,LN_88,AG_09,12/16/2025,Answered,20951.91
INT_02049,LN_190,AG_05,12/16/2025,Promise to Pay,6822.93
INT_02050,LN_280,AG_02,12/16/2025,Promise to Pay,20865.11
INT_02051,LN_410,AG_05,12/16/2025,Switch Off,0
INT_02052,LN_58,AG_01,12/17/2025,Promise to Pay,0
INT_02053,LN_226,AG_05,12/17/2025,Busy,0
INT_02054,LN_390,AG_08,12/17/2025,Answered,0
INT_02055,LN_217,AG_09,12/17/2025,Answered,11906.22
INT_02056,LN_498,AG_04,12/17/2025,Answered,21084.86
INT_02057,LN_48,AG_03,12/17/2025,Answered,0
INT_02058,LN_468,AG_05,12/17/2025,Answered,3689.47
INT_02059,LN_143,AG_04,12/17/2025,Switch Off,0
INT_02060,LN_421,AG_04,12/18/2025,Busy,0
INT_02061,LN_62,AG_09,12/18/2025,Answered,16750.78
INT_02062,LN_160,AG_08,12/18/2025,Busy,0
INT_02063,LN_416,AG_08,12/18/2025,Busy,0
INT_02064,LN_332,AG_05,12/18/2025,Answered,2562.26
INT_02065,LN_70,AG_10,12/18/2025,Answered,1686.02
INT_02066,LN_480,AG_04,12/19/2025,Promise to Pay,0
INT_02067,LN_342,AG_09,12/19/2025,Switch Off,0
INT_02068,LN_401,AG_09,12/19/2025,Switch Off,0
INT_02069,LN_387,AG_03,12/20/2025,Busy,0
INT_02070,LN_247,AG_01,12/20/2025,Promise to Pay,0
INT_02071,LN_265,AG_06,12/20/2025,Answered,0
INT_02072,LN_79,AG_01,12/20/2025,Promise to Pay,0
INT_02073,LN_307,AG_08,12/20/2025,Answered,0
INT_02074,LN_465,AG_05,12/20/2025,Promise to Pay,11919.99
INT_02075,LN_376,AG_08,12/20/2025,Busy,0
INT_02076,LN_412,AG_04,12/20/2025,Switch Off,0
INT_02077,LN_28,AG_05,12/21/2025,Promise to Pay,0
INT_02078,LN_467,AG_10,12/21/2025,Promise to Pay,11865.71
INT_02079,LN_133,AG_01,12/21/2025,Switch Off,0
INT_02080,LN_230,AG_08,12/21/2025,Promise to Pay,0
INT_02081,LN_317,AG_02,12/21/2025,Busy,0
INT_02082,LN_467,AG_01,12/21/2025,Answered,0
INT_02083,LN_338,AG_05,12/22/2025,Answered,0
INT_02084,LN_98,AG_03,12/22/2025,Busy,0
INT_02085,LN_30,AG_09,12/22/2025,Switch Off,0
INT_02086,LN_484,AG_01,12/22/2025,Promise to Pay,0
INT_02087,LN_356,AG_07,12/22/2025,Answered,0
INT_02088,LN_469,AG_03,12/22/2025,Promise to Pay,5069.67
INT_02089,LN_172,AG_03,12/22/2025,Busy,0
INT_02090,LN_325,AG_06,12/23/2025,Answered,0
INT_02091,LN_227,AG_10,12/23/2025,Promise to Pay,0
INT_02092,LN_118,AG_01,12/23/2025,Busy,0
INT_02093,LN_488,AG_03,12/23/2025,Promise to Pay,0
INT_02094,LN_109,AG_08,12/23/2025,Promise to Pay,0
INT_02095,LN_314,AG_05,12/23/2025,Answered,0
INT_02096,LN_475,AG_07,12/24/2025,Switch Off,0
INT_02097,LN_334,AG_05,12/24/2025,Answered,3215.92
INT_02098,LN_300,AG_04,12/24/2025,Answered,0
INT_02099,LN_121,AG_08,12/24/2025,Answered,0
INT_02100,LN_468,AG_08,12/24/2025,Busy,0
INT_02101,LN_112,AG_04,12/24/2025,Switch Off,0
INT_02102,LN_24,AG_02,12/24/2025,Switch Off,0
INT_02103,LN_83,AG_06,12/24/2025,Busy,0
INT_02104,LN_480,AG_02,12/24/2025,Promise to Pay,13287.12
INT_02105,LN_237,AG_08,12/24/2025,Answered,0
INT_02106,LN_440,AG_08,12/25/2025,Switch Off,0
INT_02107,LN_393,AG_07,12/25/2025,Busy,0
INT_02108,LN_392,AG_07,12/25/2025,Busy,0
INT_02109,LN_110,AG_06,12/25/2025,Promise to Pay,0
INT_02110,LN_427,AG_08,12/26/2025,Promise to Pay,0
INT_02111,LN_429,AG_04,12/26/2025,Answered,0
INT_02112,LN_394,AG_09,12/26/2025,Answered,0
INT_02113,LN_141,AG_10,12/27/2025,Busy,0
INT_02114,LN_86,AG_08,12/27/2025,Busy,0
INT_02115,LN_325,AG_01,12/27/2025,Answered,7000.48
INT_02116,LN_254,AG_03,12/27/2025,Promise to Pay,24870.06
INT_02117,LN_217,AG_10,12/27/2025,Busy,0
INT_02118,LN_456,AG_04,12/27/2025,Busy,0
INT_02119,LN_484,AG_03,12/28/2025,Switch Off,0
INT_02120,LN_397,AG_08,12/28/2025,Answered,19315.48
INT_02121,LN_494,AG_05,12/28/2025,Answered,0
INT_02122,LN_465,AG_03,12/28/2025,Answered,0
INT_02123,LN_213,AG_04,12/28/2025,Switch Off,0
INT_02124,LN_423,AG_09,12/28/2025,Promise to Pay,0
INT_02125,LN_54,AG_07,12/28/2025,Promise to Pay,15611.75
INT_02126,LN_330,AG_09,12/28/2025,Busy,0
INT_02127,LN_432,AG_01,12/29/2025,Switch Off,0
INT_02128,LN_302,AG_07,12/29/2025,Busy,0
INT_02129,LN_73,AG_07,12/29/2025,Promise to Pay,0
INT_02130,LN_132,AG_07,12/29/2025,Promise to Pay,10082.51
INT_02131,LN_276,AG_08,12/30/2025,Answered,0
INT_02132,LN_232,AG_09,12/30/2025,Answered,0
INT_02133,LN_15,AG_04,12/30/2025,Switch Off,0
INT_02134,LN_120,AG_09,12/30/2025,Switch Off,0
INT_02135,LN_477,AG_09,12/31/2025,Answered,0
INT_02136,LN_170,AG_03,12/31/2025,Answered,0
INT_02137,LN_347,AG_03,12/31/2025,Answered,13172.38
INT_02138,LN_16,AG_09,12/31/2025,Answered,0
INT_02139,LN_352,AG_03,12/31/2025,Switch Off,0
INT_02140,LN_283,AG_08,12/31/2025,Busy,0
INT_02141,LN_475,AG_03,12/31/2025,Answered,3373.49
INT_02142,LN_297,AG_04,12/31/2025,Switch Off,0
INT_02143,LN_15,AG_07,12/31/2025,Switch Off,0
INT_02144,LN_110,AG_02,12/31/2025,Promise to Pay,0
INT_02145,LN_199,AG_07,1/1/2026,Promise to Pay,0
INT_02146,LN_274,AG_09,1/1/2026,Answered,0
INT_02147,LN_242,AG_05,1/1/2026,Promise to Pay,0
INT_02148,LN_157,AG_05,1/2/2026,Switch Off,0
INT_02149,LN_279,AG_02,1/2/2026,Switch Off,0
INT_02150,LN_132,AG_03,1/2/2026,Promise to Pay,3238.41
INT_02151,LN_171,AG_08,1/2/2026,Answered,0
INT_02152,LN_190,AG_08,1/2/2026,Answered,1200.3
INT_02153,LN_482,AG_07,1/2/2026,Busy,0
INT_02154,LN_355,AG_09,1/2/2026,Answered,12788.73
INT_02155,LN_92,AG_08,1/2/2026,Promise to Pay,0
INT_02156,LN_307,AG_03,1/3/2026,Promise to Pay,0
INT_02157,LN_336,AG_08,1/3/2026,Answered,11364.32
INT_02158,LN_132,AG_01,1/3/2026,Promise to Pay,0
INT_02159,LN_86,AG_06,1/3/2026,Answered,0
INT_02160,LN_360,AG_02,1/3/2026,Busy,0
INT_02161,LN_259,AG_05,1/3/2026,Answered,0
INT_02162,LN_403,AG_06,1/3/2026,Answered,0
INT_02163,LN_339,AG_07,1/3/2026,Switch Off,0
INT_02164,LN_342,AG_08,1/4/2026,Answered,0
INT_02165,LN_421,AG_03,1/4/2026,Answered,0
INT_02166,LN_483,AG_06,1/4/2026,Switch Off,0
INT_02167,LN_432,AG_01,1/4/2026,Switch Off,0
INT_02168,LN_69,AG_05,1/4/2026,Answered,0
INT_02169,LN_34,AG_06,1/4/2026,Promise to Pay,0
INT_02170,LN_468,AG_01,1/5/2026,Answered,0
INT_02171,LN_340,AG_06,1/5/2026,Answered,9650.51
INT_02172,LN_183,AG_04,1/5/2026,Answered,0
INT_02173,LN_153,AG_01,1/5/2026,Busy,0
INT_02174,LN_453,AG_09,1/5/2026,Answered,9610.41
INT_02175,LN_457,AG_03,1/5/2026,Busy,0
INT_02176,LN_457,AG_02,1/5/2026,Promise to Pay,0
INT_02177,LN_167,AG_01,1/6/2026,Answered,0
INT_02178,LN_118,AG_10,1/6/2026,Answered,0
INT_02179,LN_110,AG_05,1/6/2026,Answered,0
INT_02180,LN_95,AG_04,1/6/2026,Busy,0
INT_02181,LN_247,AG_02,1/6/2026,Answered,0
INT_02182,LN_377,AG_01,1/7/2026,Switch Off,0
INT_02183,LN_281,AG_10,1/7/2026,Answered,0
INT_02184,LN_47,AG_05,1/7/2026,Switch Off,0
INT_02185,LN_158,AG_01,1/7/2026,Promise to Pay,0
INT_02186,LN_138,AG_10,1/7/2026,Promise to Pay,0
INT_02187,LN_336,AG_06,1/7/2026,Answered,0
INT_02188,LN_53,AG_05,1/8/2026,Promise to Pay,0
INT_02189,LN_104,AG_05,1/8/2026,Answered,12151.35
INT_02190,LN_78,AG_02,1/8/2026,Answered,3381.59
INT_02191,LN_161,AG_08,1/8/2026,Switch Off,0
INT_02192,LN_46,AG_05,1/8/2026,Switch Off,0
INT_02193,LN_131,AG_04,1/8/2026,Switch Off,0
INT_02194,LN_67,AG_04,1/9/2026,Answered,0
INT_02195,LN_235,AG_07,1/9/2026,Answered,0
INT_02196,LN_384,AG_03,1/9/2026,Busy,0
INT_02197,LN_117,AG_03,1/9/2026,Promise to Pay,0
INT_02198,LN_237,AG_02,1/9/2026,Answered,0
INT_02199,LN_241,AG_02,1/10/2026,Answered,21225.06
INT_02200,LN_382,AG_08,1/10/2026,Answered,0
INT_02201,LN_58,AG_03,1/10/2026,Switch Off,0
INT_02202,LN_121,AG_03,1/10/2026,Answered,0
INT_02203,LN_460,AG_10,1/10/2026,Answered,0
INT_02204,LN_457,AG_08,1/10/2026,Answered,0
INT_02205,LN_310,AG_02,1/10/2026,Switch Off,0
INT_02206,LN_488,AG_10,1/10/2026,Answered,0
INT_02207,LN_429,AG_09,1/10/2026,Answered,0
INT_02208,LN_438,AG_09,1/10/2026,Switch Off,0
INT_02209,LN_101,AG_06,1/11/2026,Promise to Pay,23313.32
INT_02210,LN_180,AG_06,1/11/2026,Busy,0
INT_02211,LN_65,AG_05,1/11/2026,Switch Off,0
INT_02212,LN_139,AG_09,1/11/2026,Answered,0
INT_02213,LN_8,AG_08,1/11/2026,Answered,16749.02
INT_02214,LN_91,AG_04,1/11/2026,Answered,0
INT_02215,LN_459,AG_10,1/12/2026,Answered,6119.28
INT_02216,LN_6,AG_09,1/12/2026,Promise to Pay,0
INT_02217,LN_479,AG_04,1/12/2026,Busy,0
INT_02218,LN_391,AG_05,1/12/2026,Switch Off,0
INT_02219,LN_161,AG_04,1/12/2026,Switch Off,0
INT_02220,LN_249,AG_01,1/13/2026,Promise to Pay,6975.08
INT_02221,LN_371,AG_06,1/13/2026,Switch Off,0
INT_02222,LN_145,AG_06,1/13/2026,Busy,0
INT_02223,LN_226,AG_09,1/13/2026,Busy,0
INT_02224,LN_231,AG_07,1/14/2026,Answered,0
INT_02225,LN_351,AG_09,1/14/2026,Promise to Pay,0
INT_02226,LN_375,AG_08,1/14/2026,Busy,0
INT_02227,LN_186,AG_06,1/14/2026,Busy,0
INT_02228,LN_283,AG_08,1/14/2026,Promise to Pay,7999.43
INT_02229,LN_161,AG_06,1/14/2026,Promise to Pay,22344.08
INT_02230,LN_469,AG_06,1/14/2026,Busy,0
INT_02231,LN_432,AG_09,1/15/2026,Busy,0
INT_02232,LN_157,AG_06,1/15/2026,Busy,0
INT_02233,LN_12,AG_01,1/15/2026,Answered,17325.71
INT_02234,LN_155,AG_10,1/15/2026,Answered,0
INT_02235,LN_247,AG_03,1/15/2026,Promise to Pay,0
INT_02236,LN_45,AG_07,1/15/2026,Promise to Pay,0
INT_02237,LN_69,AG_05,1/15/2026,Answered,0
INT_02238,LN_248,AG_03,1/15/2026,Busy,0
INT_02239,LN_166,AG_07,1/15/2026,Promise to Pay,12082.65
INT_02240,LN_266,AG_07,1/15/2026,Promise to Pay,0
INT_02241,LN_472,AG_01,1/15/2026,Busy,0
INT_02242,LN_106,AG_03,1/16/2026,Busy,0
INT_02243,LN_407,AG_06,1/16/2026,Busy,0
INT_02244,LN_422,AG_01,1/16/2026,Answered,0
INT_02245,LN_479,AG_01,1/16/2026,Answered,0
INT_02246,LN_355,AG_10,1/16/2026,Busy,0
INT_02247,LN_473,AG_08,1/16/2026,Switch Off,0
INT_02248,LN_45,AG_01,1/16/2026,Answered,0
INT_02249,LN_225,AG_02,1/16/2026,Answered,0
INT_02250,LN_360,AG_05,1/16/2026,Promise to Pay,11836.52
INT_02251,LN_24,AG_03,1/16/2026,Answered,0
INT_02252,LN_168,AG_09,1/16/2026,Answered,0
INT_02253,LN_146,AG_10,1/17/2026,Switch Off,0
INT_02254,LN_327,AG_05,1/17/2026,Promise to Pay,3117.1
INT_02255,LN_313,AG_06,1/17/2026,Promise to Pay,0
INT_02256,LN_132,AG_01,1/17/2026,Answered,0
INT_02257,LN_40,AG_06,1/17/2026,Busy,0
INT_02258,LN_209,AG_01,1/18/2026,Switch Off,0
INT_02259,LN_74,AG_05,1/18/2026,Busy,0
INT_02260,LN_70,AG_07,1/18/2026,Answered,0
INT_02261,LN_345,AG_04,1/19/2026,Promise to Pay,0
INT_02262,LN_160,AG_05,1/19/2026,Promise to Pay,20190.81
INT_02263,LN_373,AG_08,1/19/2026,Busy,0
